case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,tape player,848,0.1495632380247116,cassette,481,0.14784911274909973,cassette player,482,0.11639213562011719,radio,754,0.04196975380182266,CD player,485,0.03522999957203865
1,tape player,848,0.34740719199180603,cassette player,482,0.13664311170578003,CD player,485,0.07480563223361969,cassette,481,0.04403012990951538,radio,754,0.021409034729003906
2,tape player,848,0.2416231334209442,cassette player,482,0.12509094178676605,CD player,485,0.11297163367271423,radio,754,0.05905180424451828,cassette,481,0.01877249777317047
3,cassette player,482,0.23726683855056763,tape player,848,0.2248639315366745,cassette,481,0.05804579332470894,CD player,485,0.041208818554878235,radio,754,0.02179536409676075
4,tape player,848,0.22114445269107819,cassette player,482,0.14743173122406006,CD player,485,0.05135627090930939,radio,754,0.04904009401798248,cassette,481,0.037262026220560074
5,tape player,848,0.18386635184288025,cassette player,482,0.10741621255874634,CD player,485,0.0934753566980362,radio,754,0.038301289081573486,cassette,481,0.011426015757024288
6,tape player,848,0.11155270040035248,CD player,485,0.10600771009922028,loudspeaker,632,0.09817952662706375,cassette player,482,0.06997787207365036,radio,754,0.06283718347549438
7,tape player,848,0.1742529273033142,cassette player,482,0.1742144674062729,cassette,481,0.15239636600017548,CD player,485,0.04235517606139183,radio,754,0.03850975260138512
8,cassette player,482,0.19626718759536743,tape player,848,0.17996899783611298,radio,754,0.16848009824752808,cassette,481,0.024585898965597153,CD player,485,0.014109896495938301
9,tape player,848,0.2516816556453705,cassette player,482,0.13108952343463898,CD player,485,0.09257814288139343,radio,754,0.042627669870853424,cassette,481,0.032790981233119965
