case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,parachute,701,0.689329206943512,valley,979,0.002885265974327922,lakeside,975,0.0016022112686187029,cliff,972,0.0012729060836136341,seashore,978,0.001265280065126717
1,parachute,701,0.3391553461551666,snowmobile,802,0.0019979311618953943,admiral,321,0.0019655628129839897,orange,950,0.0018713190220296383,jellyfish,107,0.0017852283781394362
2,parachute,701,0.5622313618659973,spoonbill,129,0.0012317188084125519,seashore,978,0.0011462350375950336,ant,310,0.0009134526480920613,airship,405,0.0008614641847088933
3,parachute,701,0.45497673749923706,ant,310,0.0033724820241332054,wing,908,0.0025097988545894623,balloon,417,0.0023572228383272886,barn spider,73,0.0023385321255773306
4,parachute,701,0.4124186933040619,flagpole,557,0.01343545038253069,plastic bag,728,0.005841823294758797,spoonbill,129,0.00487919244915247,umbrella,879,0.0038424786180257797
5,parachute,701,0.6032145619392395,kite,21,0.0022286619059741497,seashore,978,0.0017682163743302226,warplane,895,0.0017483201809227467,ant,310,0.0016765253385528922
6,parachute,701,0.6841328144073486,warplane,895,0.0015795425279065967,ant,310,0.0013392771361395717,kite,21,0.0013137365458533168,platypus,103,0.0010226918384432793
7,parachute,701,0.5239096879959106,warplane,895,0.002357980003580451,kite,21,0.0019550402648746967,nematode,111,0.00184093217831105,wing,908,0.0016335089458152652
8,parachute,701,0.3045940697193146,balloon,417,0.03345580771565437,kite,21,0.015090863220393658,sulphur-crested cockatoo,89,0.01462280098348856,macaw,88,0.01449523027986288
9,parachute,701,0.5243405699729919,wing,908,0.002185220131650567,spider web,815,0.001767729059793055,warplane,895,0.001728226081468165,balloon,417,0.0016052096616476774
