case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,parachute,701,0.5542919635772705,sulphur butterfly,325,0.0052610645070672035,umbrella,879,0.0047417450696229935,plastic bag,728,0.0020944178104400635,balloon,417,0.002003949601203203
1,parachute,701,0.24728988111019135,lorikeet,90,0.07584767788648605,macaw,88,0.015766451135277748,toucan,96,0.0038834617007523775,sulphur-crested cockatoo,89,0.0034096657764166594
2,parachute,701,0.4842463433742523,wing,908,0.005189246963709593,warplane,895,0.0032245914917439222,quill,749,0.002826835261657834,ant,310,0.0026917147915810347
3,parachute,701,0.31144288182258606,umbrella,879,0.019595814868807793,balloon,417,0.005118470638990402,flagpole,557,0.0034400837030261755,warplane,895,0.0022719812113791704
4,parachute,701,0.40676796436309814,balloon,417,0.06417537480592728,coucal,91,0.02651968225836754,flagpole,557,0.008091137744486332,ladybug,301,0.008069843053817749
5,parachute,701,0.45315685868263245,warplane,895,0.003974150866270065,umbrella,879,0.0035083044786006212,aircraft carrier,403,0.002545364899560809,ant,310,0.0018871446372941136
6,parachute,701,0.38215401768684387,balloon,417,0.14612610638141632,flagpole,557,0.0062995427288115025,airship,405,0.005452735815197229,ski,795,0.0025015862192958593
7,parachute,701,0.4673728942871094,warplane,895,0.026021692901849747,wing,908,0.022715974599123,ant,310,0.009973118081688881,umbrella,879,0.0065062763169407845
8,parachute,701,0.6113389134407043,balloon,417,0.017549043521285057,maypole,645,0.009711542166769505,ski,795,0.006012846250087023,crane,517,0.0050918119959533215
9,parachute,701,0.576393723487854,ant,310,0.00750834122300148,airship,405,0.003551976289600134,butternut squash,942,0.0030916514806449413,hornbill,93,0.0023709330707788467
10,parachute,701,0.36691781878471375,wing,908,0.005611224565654993,warplane,895,0.00490029901266098,ant,310,0.0022862409241497517,ski,795,0.0022706342861056328
11,parachute,701,0.5177581906318665,vulture,23,0.0035467061679810286,warplane,895,0.0022171796299517155,balloon,417,0.0021874995436519384,wing,908,0.0017508158925920725
12,parachute,701,0.4680924415588379,affenpinscher,252,0.0017628573114052415,ant,310,0.0015112636610865593,llama,355,0.001473651616834104,seashore,978,0.0012619856279343367
13,parachute,701,0.6085512638092041,ant,310,0.005679293069988489,airship,405,0.005181198939681053,balloon,417,0.004274316597729921,warplane,895,0.0034635092597454786
14,parachute,701,0.2219052016735077,spoonbill,129,0.052298735827207565,bee eater,92,0.018475456163287163,balloon,417,0.01143406331539154,coucal,91,0.009826645255088806
15,parachute,701,0.49354979395866394,ant,310,0.03120800293982029,wing,908,0.010691539384424686,warplane,895,0.00968229304999113,airship,405,0.005763504654169083
