case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,ant,310,0.025990672409534454,ladybug,301,0.02421521209180355,screw,783,0.02342161163687706,parachute,701,0.018082669004797935,thimble,855,0.017980944365262985
1,wing,908,0.0888766497373581,warplane,895,0.05670759826898575,parachute,701,0.027312209829688072,airliner,404,0.02217097207903862,African hunting dog,275,0.015599468722939491
2,dung beetle,305,0.13631492853164673,sea urchin,328,0.03576318174600601,bubble,971,0.01993047073483467,wool,911,0.015885401517152786,tick,78,0.012731483206152916
3,parachute,701,0.05036294087767601,torch,862,0.03122095763683319,kite,21,0.014573846943676472,night snake,60,0.01444583386182785,bubble,971,0.012082435190677643
4,wool,911,0.11777404695749283,stole,824,0.052731797099113464,cardigan,474,0.03470433130860329,croquet ball,522,0.03289762884378433,poncho,735,0.028541984036564827
5,velvet,885,0.1206737533211708,wool,911,0.03600679337978363,bison,347,0.029343023896217346,window screen,904,0.014772430993616581,standard poodle,267,0.012112786062061787
6,baseball,429,0.060886651277542114,nail,677,0.014957287348806858,golf ball,574,0.014412875287234783,tennis ball,852,0.013007276691496372,soccer ball,805,0.010658650659024715
7,stole,824,0.32554277777671814,wool,911,0.09318795055150986,cardigan,474,0.05474800616502762,velvet,885,0.031023304909467697,bonnet,452,0.023709189146757126
8,wool,911,0.0954277515411377,Band Aid,419,0.04093070700764656,velvet,885,0.03304210305213928,croquet ball,522,0.021257078275084496,tick,78,0.021244322881102562
9,velvet,885,0.07047536969184875,spotlight,818,0.023898623883724213,stole,824,0.019206678494811058,wool,911,0.016744397580623627,cup,968,0.014580206014215946
10,groom,982,0.03240802139043808,cloak,501,0.01482332218438387,velvet,885,0.013166519813239574,birdhouse,448,0.011984606273472309,lampshade,619,0.011285102926194668
11,window screen,904,0.02034246362745762,barn,425,0.015907160937786102,castle,483,0.012894376181066036,balloon,417,0.012592216953635216,hay,958,0.012040591798722744
12,cockroach,314,0.029130639508366585,fiddler crab,120,0.023184020072221756,dhole,274,0.01921529695391655,spotlight,818,0.015993021428585052,window screen,904,0.01483012456446886
13,velvet,885,0.0364585816860199,tick,78,0.031708355993032455,prairie chicken,83,0.023675566539168358,redshank,141,0.017111802473664284,rock crab,119,0.01446350384503603
14,bubble,971,0.09123917669057846,kite,21,0.019059250131249428,syringe,845,0.014466592110693455,nail,677,0.010659463703632355,bald eagle,22,0.007950132712721825
15,sea urchin,328,0.14234399795532227,velvet,885,0.0191409420222044,hay,958,0.018559284508228302,sea anemone,108,0.013000196777284145,wool,911,0.010541541501879692
16,stole,824,0.1496724784374237,wool,911,0.14268220961093903,teddy,850,0.11323516815900803,velvet,885,0.05494409054517746,cardigan,474,0.050701264292001724
17,diamondback,67,0.03201206400990486,ant,310,0.0249760914593935,ear,998,0.024683469906449318,hognose snake,54,0.02375960536301136,honeycomb,599,0.02238529548048973
18,wool,911,0.2719060778617859,velvet,885,0.12898914515972137,hay,958,0.059381626546382904,teddy,850,0.026894018054008484,mitten,658,0.02292889915406704
19,Band Aid,419,0.09307081252336502,wool,911,0.05286400392651558,syringe,845,0.034728191792964935,ping-pong ball,722,0.020775379613041878,thimble,855,0.020727740600705147
20,wool,911,0.32679903507232666,velvet,885,0.06102300435304642,mitten,658,0.04099845513701439,cardigan,474,0.029678359627723694,poncho,735,0.025018680840730667
21,velvet,885,0.025783145800232887,groom,982,0.025588642805814743,parachute,701,0.012683095410466194,bubble,971,0.012507006525993347,white stork,127,0.011983257718384266
22,rock crab,119,0.12261105328798294,fiddler crab,120,0.10374587774276733,Dungeness crab,118,0.01682233065366745,Kerry blue terrier,183,0.012819482013583183,ant,310,0.00944942981004715
23,harvestman,70,0.116702601313591,pole,733,0.0383775420486927,walking stick,313,0.034505050629377365,black widow,75,0.02676417864859104,spider web,815,0.01928761973977089
24,airship,405,0.04444350302219391,parachute,701,0.04013325273990631,screw,783,0.02114151231944561,syringe,845,0.01976786181330681,ladybug,301,0.01738547906279564
25,wool,911,0.2227649688720703,stole,824,0.09123460948467255,cardigan,474,0.08989572525024414,teddy,850,0.07212607562541962,hay,958,0.04370484501123428
26,tick,78,0.26579639315605164,velvet,885,0.0248381607234478,dung beetle,305,0.022469252347946167,parachute,701,0.021479176357388496,hay,958,0.01878102868795395
