case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,golf ball,574,0.6271701455116272,ping-pong ball,722,0.00541803939267993,tennis ball,852,0.0033316633198410273,croquet ball,522,0.0018909245263785124,pool table,736,0.001641872338950634
1,golf ball,574,0.535914957523346,ping-pong ball,722,0.008808013051748276,tennis ball,852,0.003414616920053959,hermit crab,125,0.0031708485912531614,thimble,855,0.002965332707390189
2,golf ball,574,0.5185393691062927,leatherback turtle,34,0.003608540864661336,thimble,855,0.0032866920810192823,hermit crab,125,0.0031224361155182123,tennis ball,852,0.0027958229184150696
3,golf ball,574,0.8850104808807373,ping-pong ball,722,0.017054108902812004,baseball,429,0.006328199524432421,tennis ball,852,0.002777795772999525,croquet ball,522,0.0019342602463439107
4,golf ball,574,0.4102531969547272,thimble,855,0.0017372668953612447,ping-pong ball,722,0.0016409665113314986,tennis ball,852,0.0013124458491802216,croquet ball,522,0.0012171122943982482
5,golf ball,574,0.7159136533737183,binder,446,0.0048796627670526505,doormat,539,0.0035349272657185793,ballplayer,981,0.002763348165899515,velvet,885,0.00259029446169734
6,golf ball,574,0.43460020422935486,leatherback turtle,34,0.003031727857887745,gibbon,368,0.0028682968113571405,tennis ball,852,0.0024205297231674194,ping-pong ball,722,0.0023495026398450136
7,golf ball,574,0.4489634037017822,tennis ball,852,0.0021343613043427467,soccer ball,805,0.0017194406827911735,croquet ball,522,0.0016469142865389585,thimble,855,0.0016177530633285642
8,golf ball,574,0.5345539450645447,ballplayer,981,0.002010595751926303,binder,446,0.0018024435266852379,croquet ball,522,0.0015512672252953053,thimble,855,0.0014016289496794343
9,golf ball,574,0.4893089532852173,tennis ball,852,0.0022639487870037556,thimble,855,0.0017606739420443773,lycaenid,326,0.0010740191210061312,soccer ball,805,0.0010229003382846713
