case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,French horn,566,0.3728290796279907,trombone,875,0.016017597168684006,vault,884,0.010787907056510448,cornet,513,0.010686765424907207,eel,390,0.003570845117792487
1,shoe shop,788,0.05250706151127815,French horn,566,0.038353681564331055,trombone,875,0.01014493778347969,clog,502,0.009362799115478992,toyshop,865,0.008890886791050434
2,French horn,566,0.5413451790809631,trombone,875,0.007365088444203138,cornet,513,0.004274134524166584,eel,390,0.003542723134160042,stinkhorn,994,0.0030940829310566187
3,French horn,566,0.46330809593200684,sax,776,0.020739320665597916,bassoon,432,0.00734130572527647,eel,390,0.006728766951709986,hook,600,0.006194614339619875
4,French horn,566,0.335512638092041,shoe shop,788,0.026917828246951103,trombone,875,0.004155377857387066,oboe,683,0.003917691297829151,bassoon,432,0.002830538433045149
5,French horn,566,0.4039798676967621,cornet,513,0.0059861368499696255,spotlight,818,0.004351114854216576,trombone,875,0.00396215682849288,ladle,618,0.0037164674140512943
6,French horn,566,0.24472975730895996,trombone,875,0.02265062928199768,cornet,513,0.016539964824914932,oboe,683,0.008945955894887447,sax,776,0.0065617989748716354
7,French horn,566,0.2875535488128662,trombone,875,0.0039651705883443356,cornet,513,0.0025496832095086575,oboe,683,0.0025203344412148,vault,884,0.002438636962324381
8,French horn,566,0.6488838195800781,bassoon,432,0.0024062064476311207,nematode,111,0.0022356172557920218,eel,390,0.002084972569718957,hook,600,0.002080745529383421
9,French horn,566,0.6447988152503967,pencil sharpener,710,0.004325095098465681,trombone,875,0.004178467206656933,shoe shop,788,0.0038872009608894587,bassoon,432,0.0035777222365140915
