case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,golf ball,574,0.3657004237174988,gibbon,368,0.0015367427840828896,wombat,106,0.00145139975938946,thimble,855,0.001446722075343132,binder,446,0.0013181156245991588
1,golf ball,574,0.4905506372451782,ping-pong ball,722,0.003156956983730197,dung beetle,305,0.0028391890227794647,tennis ball,852,0.002765821758657694,hermit crab,125,0.00233652931638062
2,golf ball,574,0.5632271766662598,thimble,855,0.003273996524512768,ping-pong ball,722,0.00218705041334033,Shih-Tzu,155,0.0011910222237929702,tennis ball,852,0.0010495034512132406
3,golf ball,574,0.3467726707458496,ping-pong ball,722,0.10193998366594315,soccer ball,805,0.014764155261218548,baseball,429,0.014620180241763592,tennis ball,852,0.006698613986372948
4,golf ball,574,0.3909499943256378,thimble,855,0.0018673028098419309,Chesapeake Bay retriever,209,0.0013380915625020862,Shih-Tzu,155,0.001320044044405222,tennis ball,852,0.0013098500203341246
5,golf ball,574,0.5164549946784973,ping-pong ball,722,0.0012867184123024344,Shih-Tzu,155,0.0011583309387788177,tennis ball,852,0.0010632808553054929,gibbon,368,0.0010516592301428318
6,golf ball,574,0.6138690710067749,ping-pong ball,722,0.006906695663928986,soccer ball,805,0.0016141213709488511,tennis ball,852,0.001388648641295731,Shih-Tzu,155,0.0011564834276214242
7,golf ball,574,0.5649248957633972,ballplayer,981,0.001618547597900033,bib,443,0.0013044567313045263,binder,446,0.0012568457750603557,thimble,855,0.0011561602586880326
8,golf ball,574,0.4966307580471039,thimble,855,0.003143639536574483,gibbon,368,0.0028127110563218594,binder,446,0.0019334550015628338,Shih-Tzu,155,0.0015636392636224627
9,golf ball,574,0.32502448558807373,soccer ball,805,0.0027996290009468794,rugby ball,768,0.002368326997384429,volleyball,890,0.0021018085535615683,ping-pong ball,722,0.0015127675142139196
