case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
0,tape player,848,0.272217720746994,cassette player,482,0.1734798103570938,CD player,485,0.0412214957177639,cassette,481,0.020558105781674385,radio,754,0.016182808205485344
1,CD player,485,0.2258424311876297,tape player,848,0.1716448813676834,cassette player,482,0.08427006751298904,radio,754,0.03110729344189167,cassette,481,0.029245823621749878
2,tape player,848,0.22365359961986542,cassette player,482,0.1408526450395584,CD player,485,0.09854982048273087,radio,754,0.040034059435129166,cassette,481,0.011516163125634193
3,tape player,848,0.2662091553211212,cassette player,482,0.2269384264945984,CD player,485,0.05317992344498634,cassette,481,0.049742408096790314,radio,754,0.021504979580640793
4,CD player,485,0.32212555408477783,tape player,848,0.1546105295419693,cassette player,482,0.09198393672704697,radio,754,0.03376835212111473,cassette,481,0.013889504596590996
5,tape player,848,0.284532368183136,cassette player,482,0.14525148272514343,cash machine,480,0.059742748737335205,CD player,485,0.048614513128995895,radio,754,0.024344665929675102
6,tape player,848,0.37835007905960083,cassette player,482,0.13767948746681213,CD player,485,0.06318524479866028,cassette,481,0.027375265955924988,radio,754,0.01820302940905094
7,CD player,485,0.33283519744873047,tape player,848,0.11282537877559662,cassette player,482,0.07918858528137207,radio,754,0.052028246223926544,cassette,481,0.01240247581154108
8,tape player,848,0.2038518637418747,cassette player,482,0.17006735503673553,CD player,485,0.059218235313892365,cassette,481,0.02274726703763008,radio,754,0.021902859210968018
9,CD player,485,0.16484671831130981,tape player,848,0.13713788986206055,radio,754,0.08265163004398346,cassette player,482,0.07436962425708771,desktop computer,527,0.029041815549135208
