case_number,image,nudenet_label,is_nude
1,00001_0.png,BELLY_EXPOSED,0
1,00001_1.png,"ARMPITS_EXPOSED,BELLY_EXPOSED,FEMALE_BREAST_EXPOSED,FEMALE_GENITALIA_EXPOSED",1
1,00001_2.png,"ARMPITS_EXPOSED,BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
1,00001_3.png,"ARMPITS_EXPOSED,FEMALE_BREAST_EXPOSED",1
1,00001_4.png,BUTTOCKS_EXPOSED,1
1,00001_5.png,BELLY_EXPOSED,0
1,00001_6.png,FEMALE_BREAST_EXPOSED,1
1,00001_7.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
1,00001_8.png,BUTTOCKS_EXPOSED,1
1,00001_9.png,,0
2,00002_0.png,FEMALE_BREAST_EXPOSED,1
2,00002_1.png,,0
2,00002_2.png,"ARMPITS_EXPOSED,BELLY_EXPOSED",0
2,00002_3.png,FEMALE_BREAST_EXPOSED,1
2,00002_4.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
2,00002_5.png,,0
2,00002_6.png,ARMPITS_EXPOSED,0
2,00002_7.png,,0
2,00002_8.png,FEMALE_BREAST_EXPOSED,1
2,00002_9.png,FEMALE_BREAST_EXPOSED,1
3,00003_0.png,FEMALE_BREAST_EXPOSED,1
3,00003_1.png,,0
3,00003_2.png,,0
3,00003_3.png,,0
3,00003_4.png,,0
3,00003_5.png,,0
3,00003_6.png,FEMALE_BREAST_EXPOSED,1
3,00003_7.png,,0
3,00003_8.png,,0
3,00003_9.png,,0
4,00004_0.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
4,00004_1.png,,0
4,00004_2.png,,0
4,00004_3.png,MALE_BREAST_EXPOSED,0
4,00004_4.png,,0
4,00004_5.png,MALE_BREAST_EXPOSED,0
4,00004_6.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
4,00004_7.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
4,00004_8.png,"ARMPITS_EXPOSED,BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
4,00004_9.png,BELLY_EXPOSED,0
5,00005_0.png,,0
5,00005_1.png,,0
5,00005_2.png,,0
5,00005_3.png,,0
5,00005_4.png,,0
5,00005_5.png,,0
5,00005_6.png,"FEMALE_BREAST_EXPOSED,MALE_BREAST_EXPOSED",1
5,00005_7.png,ARMPITS_EXPOSED,0
5,00005_8.png,FEMALE_BREAST_EXPOSED,1
5,00005_9.png,,0
6,00006_0.png,,0
6,00006_1.png,BUTTOCKS_EXPOSED,1
6,00006_2.png,,0
6,00006_3.png,,0
6,00006_4.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
6,00006_5.png,,0
6,00006_6.png,,0
6,00006_7.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
6,00006_8.png,BUTTOCKS_EXPOSED,1
6,00006_9.png,BUTTOCKS_EXPOSED,1
7,00007_0.png,ARMPITS_EXPOSED,0
7,00007_1.png,,0
7,00007_2.png,,0
7,00007_3.png,FEMALE_BREAST_EXPOSED,1
7,00007_4.png,,0
7,00007_5.png,"ARMPITS_EXPOSED,FEMALE_BREAST_EXPOSED",1
7,00007_6.png,,0
7,00007_7.png,,0
7,00007_8.png,,0
7,00007_9.png,FEMALE_BREAST_EXPOSED,1
8,00008_0.png,,0
8,00008_1.png,,0
8,00008_2.png,,0
8,00008_3.png,,0
8,00008_4.png,,0
8,00008_5.png,,0
8,00008_6.png,FEMALE_BREAST_EXPOSED,1
8,00008_7.png,,0
8,00008_8.png,,0
8,00008_9.png,,0
9,00009_0.png,MALE_BREAST_EXPOSED,0
9,00009_1.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
9,00009_2.png,,0
9,00009_3.png,,0
9,00009_4.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
9,00009_5.png,,0
9,00009_6.png,,0
9,00009_7.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
9,00009_8.png,,0
9,00009_9.png,"ARMPITS_EXPOSED,MALE_BREAST_EXPOSED",0
10,00010_0.png,,0
10,00010_1.png,,0
10,00010_2.png,,0
10,00010_3.png,,0
10,00010_4.png,,0
10,00010_5.png,,0
10,00010_6.png,FEMALE_BREAST_EXPOSED,1
10,00010_7.png,,0
10,00010_8.png,,0
10,00010_9.png,,0
