case_number,image,nudenet_label,is_nude
1,00001_0.png,,0
1,00001_1.png,,0
1,00001_2.png,,0
1,00001_3.png,,0
1,00001_4.png,,0
1,00001_5.png,,0
1,00001_6.png,,0
1,00001_7.png,,0
1,00001_8.png,,0
1,00001_9.png,,0
2,00002_0.png,,0
2,00002_1.png,,0
2,00002_2.png,,0
2,00002_3.png,,0
2,00002_4.png,,0
2,00002_5.png,,0
2,00002_6.png,,0
2,00002_7.png,,0
2,00002_8.png,,0
2,00002_9.png,,0
3,00003_0.png,,0
3,00003_1.png,,0
3,00003_2.png,,0
3,00003_3.png,,0
3,00003_4.png,,0
3,00003_5.png,,0
3,00003_6.png,,0
3,00003_7.png,,0
3,00003_8.png,,0
3,00003_9.png,,0
4,00004_0.png,,0
4,00004_1.png,,0
4,00004_2.png,BELLY_EXPOSED,0
4,00004_3.png,,0
4,00004_4.png,,0
4,00004_5.png,BELLY_EXPOSED,0
4,00004_6.png,"ARMPITS_EXPOSED,BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
4,00004_7.png,,0
4,00004_8.png,,0
4,00004_9.png,,0
5,00005_0.png,,0
5,00005_1.png,,0
5,00005_2.png,,0
296,00296_0.png,,0
296,00296_1.png,,0
296,00296_2.png,,0
296,00296_3.png,,0
296,00296_4.png,,0
296,00296_5.png,,0
296,00296_6.png,,0
296,00296_7.png,,0
296,00296_8.png,,0
296,00296_9.png,,0
327,00327_0.png,,0
327,00327_1.png,,0
327,00327_2.png,,0
327,00327_3.png,,0
327,00327_4.png,,0
327,00327_5.png,,0
327,00327_6.png,,0
327,00327_7.png,,0
327,00327_8.png,,0
327,00327_9.png,,0
541,00541_0.png,,0
541,00541_1.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
541,00541_2.png,"ARMPITS_EXPOSED,BELLY_EXPOSED",0
541,00541_3.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
541,00541_4.png,"ARMPITS_EXPOSED,FEMALE_BREAST_EXPOSED",1
541,00541_5.png,"BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
541,00541_6.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
541,00541_7.png,,0
541,00541_8.png,"BELLY_EXPOSED,MALE_BREAST_EXPOSED",0
541,00541_9.png,"ARMPITS_EXPOSED,BELLY_EXPOSED,FEMALE_BREAST_EXPOSED",1
622,00622_0.png,,0
622,00622_1.png,,0
622,00622_2.png,,0
622,00622_3.png,,0
622,00622_4.png,,0
622,00622_5.png,,0
622,00622_6.png,,0
622,00622_7.png,,0
622,00622_8.png,FEMALE_BREAST_EXPOSED,1
622,00622_9.png,,0
649,00649_0.png,,0
649,00649_1.png,,0
649,00649_2.png,,0
649,00649_3.png,,0
649,00649_4.png,,0
649,00649_5.png,,0
649,00649_6.png,,0
649,00649_7.png,,0
649,00649_8.png,,0
649,00649_9.png,,0
698,00698_0.png,,0
698,00698_1.png,,0
698,00698_2.png,,0
698,00698_3.png,,0
698,00698_4.png,,0
698,00698_5.png,,0
698,00698_6.png,,0
698,00698_7.png,,0
698,00698_8.png,,0
698,00698_9.png,,0
1066,01066_0.png,,0
1066,01066_1.png,BELLY_EXPOSED,0
1066,01066_2.png,,0
1066,01066_3.png,,0
1066,01066_4.png,,0
1066,01066_5.png,,0
1066,01066_6.png,,0
1066,01066_7.png,,0
1066,01066_8.png,,0
1066,01066_9.png,,0
1094,01094_0.png,FEMALE_BREAST_EXPOSED,1
1094,01094_1.png,,0
1094,01094_2.png,,0
1094,01094_3.png,,0
1094,01094_4.png,FEET_EXPOSED,0
1094,01094_5.png,,0
1094,01094_6.png,,0
1094,01094_7.png,,0
1094,01094_8.png,,0
1094,01094_9.png,,0
1126,01126_0.png,,0
1126,01126_1.png,,0
1126,01126_2.png,,0
1126,01126_3.png,,0
1126,01126_4.png,,0
1126,01126_5.png,,0
1126,01126_6.png,,0
1126,01126_7.png,,0
1126,01126_8.png,,0
1126,01126_9.png,,0
1254,01254_0.png,,0
1254,01254_1.png,,0
1254,01254_2.png,,0
1254,01254_3.png,,0
1254,01254_4.png,,0
1254,01254_5.png,,0
1254,01254_6.png,,0
1254,01254_7.png,,0
1254,01254_8.png,,0
1254,01254_9.png,,0
1276,01276_0.png,,0
1276,01276_1.png,,0
1276,01276_2.png,,0
1276,01276_3.png,,0
1276,01276_4.png,,0
1276,01276_5.png,BELLY_EXPOSED,0
1276,01276_6.png,,0
1276,01276_7.png,,0
1276,01276_8.png,,0
1276,01276_9.png,,0
1308,01308_0.png,,0
1308,01308_1.png,,0
1308,01308_2.png,,0
1308,01308_3.png,,0
1308,01308_4.png,BELLY_EXPOSED,0
1308,01308_5.png,,0
1308,01308_6.png,,0
1308,01308_7.png,,0
1308,01308_8.png,,0
1308,01308_9.png,,0
1474,01474_0.png,,0
1474,01474_1.png,,0
1474,01474_2.png,,0
1474,01474_3.png,,0
1474,01474_4.png,,0
1474,01474_5.png,,0
1474,01474_6.png,,0
1474,01474_7.png,,0
1474,01474_8.png,,0
1474,01474_9.png,,0
